,name,adress,website,phone
1053,Nightmare on Main Street,"1620 Main StVernon, TX 76384",http://www.findahaunt.com/boo/?s=http://nightmareonmainst.com/,[]
1054,Hatch and Kraven's Slaughterhouse,"1400 W. Taylor StreetSherman, TX 75092",https://hatchandkravens.com/,['903-487-8103']
1055,Dark Hour Haunted House,"701 Taylor DrivePlano, TX 75074",https://darkhourhauntedhouse.com/,['469-298-0556']
1056,PHOBIAS - Forest of Fears,"904 Quail Creek CourtSouthlake, TX 76092",http://www.findahaunt.com/boo/?s=http://www.ohlookperform.com,['817-421-2825']
1057,House of Torment Austin,"2632 Ridgepoint DriveAustin, TX 78754",http://www.findahaunt.com/boo/?s=http://www.thehouseoftorment.com,['512-407-9449']
1058,Fatal Fear Haunted House,"3509 Cowden DrAustin, TX 78732",https://www.fatalfearhauntedhouse.com/,[]
1059,13th Floor Haunted House San Antonio,"1203 East Commerce StreetSan Antonio, TX 78205",https://13thfloorsanantonio.com/,[]
1060,Howl-O-Scream at SeaWorld San Antonio,"10500 SeaWorld DriveSan Antonio, TX 78251",https://seaworld.com/san-antonio/events/howl-o-scream/,['800-700-7786']
1061,Scream Hollow - Wicked Halloween Park,"149 Split Rail LaneSmithville, TX 78957",http://www.findahaunt.com/boo/?s=http://www.screamhollow.com/,['512-710-8267']
1062,Llano Community Center Haunted House,"2340 West Haynie Llano, TX 78643",https://www.facebook.com/Llano-VFD-Haunted-House-135869816462985/,['325-247-4646']
1063,Rocky Creek Maze,"784 County Road 251Moulton, TX 77975",https://rockycreekmaze.com/,['361-722-4718']
1064,Six Flags Fright Fest,"17000 IH 10 WSan Antonio, TX 78257",https://www.sixflags.com/overtexas/special-events/fright-fest,['210-697-5050']
1065,Ripley's Haunted Adventure,"329 Alamo PlazaSan Antonio, TX 78205",https://www.ripleys.com/phillips/,['210-226-2828']
1066,Moxley Manor Haunted House,"510 Harwood RoadBedford, TX 76021",http://www.findahaunt.com/boo/?s=http://moxleymanor.com,['682-231-1313']
1067,J & F House of Terror,"1855 Wall Street Suite BGarland, TX 75041",https://jandfhouseofterror.com/,['972-278-7692']
1068,Darke Hollow on Perdido,"626 Perdido DriveGarland, TX 75043",http://www.findahaunt.com/boo/?s=http://darkehollow.com,[]
1069,El Campo Crypt,"1433 El Campo DriveDallas, TX 75218",https://www.facebook.com/El-Campo-Crypt-537900803028145/,[]
1070,Cutting Edge Haunted House,"1701 E. Lancaster Ave.Fort Worth, TX 76102",https://www.cuttingedgehauntedhouse.com/,['817-348-8444']
1071,Texas Scaregrounds,"314 NW 4th StMineral Wells, TX 76067",http://www.findahaunt.com/boo/?s=http://texasscaregrounds.com/,['817-819-6773']
1072,Slasher in the woods,"501 NE 1st StMineral Wells, TX 76067",https://hauntedhillhouse.com/,[]
1073,Zombie Safari Dallas,"8975 FM 740 SouthForney, TX 75126",https://www.zombiesafari.net/,['972-203-0014']
1074,MRW Haunted Trails of Terror,"10593 County Rd 3605Quinlan, TX 75474",cannot find,[]
1075,Happy Family Haunted House ,"305 Griffith Ave Terrell, TX 75160",cannot find,[]
1076,Screams Halloween Theme Park,"2511 FM 66Waxahachie, TX 75167",https://secure.interactiveticketing.com/1.26/84555e/#/select,[]
1077,Creekside Manor,"2411 Plainview RoadMidlothian, TX 76065",http://www.findahaunt.com/boo/?s=http://www.creeksidefright.com/,['469-471-4030']
1078,Granbury Ghosts and Legends Tour,"119 E Bridge StreetGranbury, TX 76048",https://www.granburytours.com/,['817-559-0849']
1079,Amarillo Scaregrounds,"2736 SW 10th AveAmarillo, TX 79102",http://www.findahaunt.com/boo/?s=http://www.AmarilloScaregrounds.com,[]
1080,Van Buren Frightmare,"816 S Van BurenAmarillo, TX 79101",http://www.findahaunt.com/boo/?s=http://www.fearamarillo.com/,['806-373-2292']
1081,Yesterland Farm Fall Festival,"15410 Interstate 20Canton, TX 75103",https://www.yesterlandfarm.com/,['903-567-2255']
1082,13th Floor Haunted House,"7075 Farm to Market 1960 Rd WHouston, TX 77069",https://13thfloorhouston.com/,[]
1083,National Museum of Funeral History Haunted House,"415 Barren Springs DriveHouston, TX 77090",https://nmfh.org/,['281-876-3063']
1084,Halter Inc Haunted Trail & Pumpkin Patch,"17410 Clay RdHouston, TX 77084",https://www.halterinc.org/,['281-508-6501']
1085,Houston Zombie Walk,"2811 Washington AvenueHouston, TX 77007",https://www.houstonzombiewalk.org/,[]
1086,TX Zombie Hunt,"22011 Southwest FreewayRichmond, TX 77469",http://www.findahaunt.com/boo/?s=http://www.bigmanadventures.com,['832-846-2940']
1087,Redrum Haunt Experience,"1800 East Highway 90ARichmond, TX 77406",http://www.findahaunt.com/boo/?s=http://www.redrumhaunt.com,['832-872-2733']
1088,Phobia,"5250 S Sam Houston Pkwy E (BW-8 South)Houston, TX 77048",http://www.findahaunt.com/boo/?s=http://www.darke.com,['713-526-3323']
1089,Neal's Lodges Haunted Hayrides,"20970 Highway 127Concan, TX 78838",https://www.nealslodges.com/hauntedhayrides/,['830-232-6118']
1090,Old Midland Trail of Horrors,"2512 W. Ohio AveMidland, TX 79701",https://www.facebook.com/OldMidlandTrailOfHorrors/,['432-230-8667']
1091,Def Con 1 Haunted Warehouse,"2215 W 2nd StOdessa, TX 79763",http://www.findahaunt.com/boo/?s=http://bloodybill.com/,[]
1092,Creepy Hollow Haunted House,"12872 Valley Vista DrRosharon, TX 77583",http://www.findahaunt.com/boo/?s=http://creepyhollowhauntedhouse.com,['1-800-357-3323']
1093,Haunting on the Blue Ghost,"2914 N Shoreline BlvdCorpus Christi, TX 78402",http://www.findahaunt.com/boo/?s=http://www.hauntingontheblueghost.com/,['361-888-4873']
1094,St. Bernard Farms Corn Maze & Pumpkin Patch,"849 NM-77Clovis, NM 88101",https://www.stbernardfarms.com/,['575-791-2044']
1095,Nightmare on 19th Street,"602 East 19th StLubbock, TX 79404",https://nightmareon19thstreet.com/,['806-543-8469']
1096,Hobbs Haunted House of Horrors,"1700 N Grimes StreetHobbs, NM 88240",http://www.findahaunt.com/boo/?s=http://www.communityplayersofhobbs.com/,['575-393-0676']
1097,Graves Farm & Garden,"6265 S Graves RdRoswell, NM 88203",https://gravesfarm.com/,['575-622-1889']
1098,Don't Scream,"4012 National Parks HwyCarlsbad, NM 88220",https://www.dontscream.net/,['575-208-6208']
1099,Terror Trail Haunted House,"401 Anthony AveCanutillo, TX 79835",http://www.findahaunt.com/boo/?s=http://www.texasterrortrail.com,['915-877-3327']
1100,Horror Hall Haunted House,"7710 Hwy 54/70Tularosa, NM 88352",https://thehorrorhall.com/horror-hall,['575-921-2907']
1101,La Union Maze Haunted Pallet Maze,"1101 South Hwy 28La Union, NM 88021",https://launionmaze.com/,['915-549-1323']
1102,The 13th Floor Denver,"3400 E. 52nd AveDenver, CO 80216",https://www.13thfloorhauntedhouse.com/,['303-355-3327']
1103,City of the Dead,"7007 E 88th AveHenderson, CO 80640",https://www.cityofthedeadhaunt.com/,[]
1104,Haunted Field of Screams,"10451 McKay RoadThornton, CO 80233",https://www.hauntedfieldofscreams.com/,[]
1105,The Ritual Haunted House,"8154 S. Kipling ParkwayLittleton, CO 80127",https://theritualhauntedhouse.com/,['303-569-8561']
1106,Dead Zone Scream Park,"8500 West Deer Creek Canyon RoadLittleton, CO 80128",https://www.deadzonescreampark.com/,[]
1107,Fright Acres,"Flat Acres Farm 11321 Dransfeldt Rd.Parker, CO 80134",https://www.frightacres.com/,['303-805-1038']
1108,The Forest of Doom,"105 Wisp LaneBailey, CO 80421",http://www.findahaunt.com/boo/?s=http://theforestofdoom.com,['303-317-7575']
1109,HellScream Haunted House,"3021 N Hancock AveColorado Springs, CO 80907",http://www.findahaunt.com/boo/?s=http://www.hellscreamhaunt.com,[]
1110,Haunted Mines,"3910 Palmer Park Blvd.Colorado Springs, CO 80909",http://www.findahaunt.com/boo/?s=http://hauntedmines.com/,['719-650-4483']
1111,Aftermath Haunted House,"575 Ash Street, Canon City, CO  81212Canon City, CO 81212",https://www.colorado.gov/pacific/ccrec/aftermath,[]
1112,Terror Street Fair,"2125 W 90th AveFederal Heights, CO 80260",cannot find,[]
1113,Just a spooky house,"7685 Pennsylvania Ct Denver, CO 80229",cannot find,[]
1114,Denver History Tours,"2514 Humboldt StDenver, CO 80205",http://www.findahaunt.com/boo/?s=http://denverhistorytours.com/,['720-234-7929']
1115,Colorado Haunted History Tours,"Bear Creek Avenue at South Park AvenueMorrison, CO 80465",https://www.coloradohauntedhistory.com/,['888-649-3849']
1116,Denver Botanic Gardens Pumpkin Festival,"8500 West Deer Creek Canyon RoadLittleton, CO 80128",https://www.botanicgardens.org/,[]
1117,Darkrose Manor,"3930 S Yampa StAurora, CO 80013",http://www.findahaunt.com/boo/?s=http://www.darkrosemanor.com/,['888-666-2386']
1118,Stockton's Plum Creek Stables Haunted Hayride,"7479 W. Titan RdLittleton, CO 80125",http://www.findahaunt.com/boo/?s=http://www.stocktonsplumcreek.com/PlumCreekStables/Haunted_Hayrides.html,['303-791-2500']
1119,Fall Festival - Flat Acres Farm,"11321 Dransfeldt RoadParker, CO 80134",https://flatacresfarm.com/,['303-805-1038']
1120,Blue Moon Haunted History Tours,"2606 Pine Knoll ViewColorado Springs, CO 80920",http://www.findahaunt.com/boo/?s=http://manitoulegends.com/,['970-773-4273']
1121,Fright in Falcon Haunted Maze,"7310 Abilene DriveFalcon, CO 80831",https://frightinfalcon.com/,['719-660-8108']
1122,Dark Side of the Abbey,"2950 E. US Hwy 50Canon city, CO 81212",http://www.findahaunt.com/boo/?s=http://wcpara.com/dsoa/,['719-371-7627']
1123,Aspen Darkside Tours,"320 E Hyman AveAspen, CO 81611",http://www.findahaunt.com/boo/?s=http://www.aspenwalkingtours.com/,[]
1124,Studt's Pumpkin Patch and Corn Maze,"21 ½ and I ½ RoadGrand Junction, CO 81505",https://studtspumpkinpatchandcornmaze.com/,[]
1125,Water Hollow Ranch Bluebell Corn Maze,"11948 West 5000 NorthBluebell, UT 84007",https://www.bluebellcornmaze.com/,['435-822-6293']
1126,4th Annual Haunted House & Food Drive,"735 Lincoln StLander, WY 82520",https://clampersonly.com/event/4th-annual-wyoming-haunted-house-2019/,[]
1127,The Haunting at Pinedale Aquatic Center,"535 N. Tyler Ave.Pinedale, WY 82941",http://www.findahaunt.com/boo/?s=http://www.pinedaleaquatic.com,['307-367-2832 x6248']
1128,Mountain Road Manor,"1206 Mountain Rd.Grace, ID 83241",http://www.findahaunt.com/boo/?s=http://Mountainroadmanor.com,['208-681-8128']
1129,Haunted Hollow at American West Heritage Center,"4025 S Hwy 89-91Wellsville, UT 84339",https://www.awhc.org/,['435-245-6050']
1130,Story Tours: Ogden & Salt Lake City Ghost Tours,"350 South Main Street,Salt Lake City, UT 84101",https://www.storytours.com/,['801-888-8551']
1131,Nightmare on 13th,"300 W 1300 SSalt Lake City, UT 84115",https://www.nightmareon13th.com/,[]
1132,Fear Factory,"666 W 800 SSalt Lake City, UT 84104",https://fearfactoryslc.com/,[]
1133,Dead City Haunted House,"5425 s Vine StreetMurray, UT 84107",http://www.findahaunt.com/boo/?s=http://www.deadcityhauntedhouse.com,['801-890-5335']
1134,Castle of Chaos - Salt Lake,"8000 S State StreetSalt Lake City, UT 84047",http://www.findahaunt.com/boo/?s=http://castleofchaos.com/,['385-216-8915']
1135,Night Stalkers Haunted Trail at Crazy Corn Maze,"8800 S 4000 WWest Jordan, UT 84088",https://www.nightstalkershaunt.com/,['801-569-2356']
1136,Asylum 49 Haunted Hospital,"140 East 200 SouthTooele, UT 84074",http://www.findahaunt.com/boo/?s=http://www.asylum49.com/,[]
1137,Hillside Horrors,"1528 6th StOgden, UT 84404",cannot find,[]
1138,Lagoon Park Frightmares,"375 North Lagoon DriveFarmington, UT 84025",http://www.findahaunt.com/boo/?s=http://www.lagoonpark.com/,['801-451-8000']
1139,Cold Springs Trout Farm,"2284 N. Fruitland Dr.North Ogden, UT 84414",https://coldspringstroutfarm.com/,['801-782-7282']
1140,Haunted Kays Cross,"388 Boynton RdKaysville, UT 84037",https://www.kayscross.com/,['801-327-8713']
1141,Corner of Chaos,"590 N 320 EKaysville, UT 84037",cannot find,[]
1142,Rooster Friendly and Scary Haunt,"860 E 5500 SSouth Ogden, UT 84403",cannot find,[]
1143,Mt Ogden Manor,"5610 S 700 ESouth Ogden, UT 84403",https://www.facebook.com/MtOgdenManor/,[]
1144,Taylor Manor,"1240 Golf Course CircleBountiful, UT 84010",https://www.facebook.com/taylormanorhaunt,[]
1145,Haven Haunt,"396 Spring Haven CtKaysville, UT 84037",cannot find,[]
1146,House of Scattered Brains,"684 W 2400 NLayton, UT 84041",cannot find,[]
1147,Little Haunts,"2601 E Sunnyside AvenueSalt LAke City, UT 84108",https://www.thisistheplace.org/todays-fun/little-haunts,['801-582-1847']
1148,Castle Of Chaos - Riverdale,"1134 West Riverdale RoadRiverdale, UT 84405",https://castleofchaos.com/,['385-216-8915']
1149,Haunted Hollow,"1900 West 1550 South (West Haven)Ogden, UT 84401",http://www.findahaunt.com/boo/?s=http://www.hauntedutah.com,['801-903-3039']
1150,Blackthorn Manor Haunted House,"198 S Lakeview DrClearfield, UT 84015",https://www.facebook.com/blackthornmanorhh/,[]
1151,Haunted River Trail at Little Bear Bottoms,"5000 S. Hwy 89Wellsville, UT 84339",http://www.findahaunt.com/boo/?s=http://www.lbbcornmaze.com/,['435-770-3462']
1152,Macabre Mansion,"2949 W Gordon AveLayton, UT 84041",cannot find,[]
1153,Osborne Haunt,"4083 S 2675 WRoy, UT 84067",cannot find,[]
1154,Dead End Cemetery,"3181 W 5075 SRoy, UT 84067",cannot find,[]
1155,Spooky Stews Haunt,"658 N 1360 WClinton, UT 84015",cannot find,[]
1156,The Corn Maize,"2801 South 3500 West Ogden, UT 84401",https://www.thecornmaize.com/,['801-645-5392']
1157,Young's Cemetery,"2979 Branch Dr.Holladay, UT 84117",cannot find,[]
1158,Derek's Haunt,"SyracuseSyracuse, UT 84075",https://www.facebook.com/Dereks-Haunt-170817510016238/,[]
1159,Skidmore House of Screams,"1832 S 2150 WSyracuse, UT 84075",cannot find,[]
1160,Tawnee's Haunt,"1639 N 4400 WPlain City, UT 84404",cannot find,[]
1161,Halloween-Insanity,"1352 S 2600 WSyracuse, UT 84075",http://www.findahaunt.com/boo/?s=http://www.halloween-insanity.com/,[]
1162,House of Terror,"3575 Christine StSalt Lake City, UT 84106",cannot find,[]
1163,Black Island Farms Corn Maze & Nightmare Acres,"3178 S 300 WSyracuse, UT 84075",https://www.blackislandfarms.com/,['801-774-6293']
1164,Nightfear Haunted House,"2377 S 3000 WSyracuse, UT 84075",http://www.findahaunt.com/boo/?s=http://nightfearhauntedhouse.com/,['801-540-8326']
1165,Hollyhock Horror Haunt,"3156 Hollyhock HillCottonwood Heights, UT 84121",cannot find,[]
1166,Granville Graveyard by the Shoops,"9179 Granville CircleSandy, UT 84093",https://www.facebook.com/GranvilleGraveyard/,['801-809-1444']
1167,Resurrection of Rockhill,"853 W 4795 STaylorsville, UT 84123",cannot find,[]
1168,Bates Haunt Halloween Show,"1233 W Morning Oaks DrTaylorsville, UT 84123",http://www.findahaunt.com/boo/?s=http://bateshaunt.com/,[]
1169,Ghostly Gathering,"9085 S 570 ESandy, UT 84070",cannot find,[]
1170,Heinees Halloween Haunt,"965 Statice AveSandy, UT 84094",cannot find,[]
1171,Spider Hollow,"2231 W Countryside LaneWest Jordan, UT 84084",https://www.facebook.com/SpiderHollow/,[]
1172,MAD LAB Fund-raiser,"4970 Odell DrWest Valley City, UT 84120",cannot find,[]
1173,McNaughty Macabre Manor ,"3103 Uintah Ridge CourtWest Jordan, UT 84084",cannot find,[]
1174,Herzog Hollow,"3325 Westbrook Dr WTaylorsville, UT 84084",https://www.facebook.com/Herzog-Hollow-1453627171530106/,['801-503-8701']
1175,Derricott Dark Realm Haunted House,"3855 W Rosemary StWest Valley City, UT 84120",https://www.facebook.com/darkrealmutah/,[]
1176,Haunting on Main,"770 N Main StAlpine, UT 84004",cannot find,[]
1177,Grim Grinning Ghosts,"11787 Silver Spur LnDraper, UT 84020",cannot find,[]
1178,Aguiar,"3232 Hinton CtWest Valley City, UT 84128",cannot find,[]
1179,House on Haunted Hill,"14267 South TumbleweedDraper, UT 84020",cannot find,[]
1180,Magna Asylum Haunted House,"2880 Olive Brook CirMagna, UT 84044",cannot find,[]
1181,Southfork Sanitarium,"927 Southfork DrDraper, UT 84020",cannot find,[]
1182,Canyon Road Haunt,"4416 N Canyon RdPleasant Grove, UT 84062",https://www.facebook.com/CanyonRoadHaunt/,['801-372-8083']
1183,Barnett Haunt,"8017 Big Spring DrWest Jordan, UT 84081",cannot find,[]
1184,Raven Manor,"10995 S Savannah Hill Rd South Jordan, UT 84095",http://www.findahaunt.com/boo/?s=http://www.ravenmanor.com/,[]
1185,Haunted Forest & Haunted Hallow,"6000 E 1500 WAmerican Fork, UT 84003",http://www.findahaunt.com/boo/?s=http://www.hauntedutah.com,['801-903-3039']
1186,Lundblood Manor,"3029 W. Mountain Farm CtRiverton, UT 84065",cannot find,[]
1187,Creekside Crypt Haunted Barn,"402 E 920 NAmerican Fork, UT 84003",cannot find,[]
1188,Witches Cemetery,"13599 South Homestead LaneRiverton, UT 84065",cannot find,[]
1189,Sycamore Cemetery,"7468 Tilbury LnWest Jordan, UT 84081",cannot find,[]
1190,Park Hollow Cemetery,"12121 Park Hollow LnRiverton, UT 84096",cannot find,[]
1191,Alzor's Singing Pumpkins,"1489 N 220 ELehi, UT 84043",cannot find,[]
1192,CornBelly's Maze & Haunted Maze,"3003 North Thanksgiving WayLehi, UT 84043",https://www.cornbellys.com/,[]
1193,Hee Haw Farms Corn Maze & Haunted Hayride,"150 S 2000 WPleasant Grove, UT 84062",http://www.findahaunt.com/boo/?s=http://www.heehawfarms.com/,['801-368-4335']
1194,Christensen - Haunted Hollows,"4142 W 13675 SRiverton, UT 84065",cannot find,[]
1195,Hamilton's Halloween Treat,"692 E 300 S StOrem, UT 84097",cannot find,[]
1196,Boulden Falls Boneyard,"Boulden Falls LnBluffdale, UT 84065",cannot find,[]
1197,Damon's Haunted Yard," 672 S 450 EOrem, UT 84097",cannot find,[]
1198,Scooby Doo Haunted Carnival,"427 S 700 WLehi, UT 84043",cannot find,[]
1199,Cul-d-sack Haunt ,"1399 e 400 nProvo, UT 84606",cannot find,['801-400-5586']
1200,Dead Man's Party,"1367 N 1400 WProvo, UT 84604",cannot find,[]
1201,Pushing up Daises Memorial Gardens,"114 E 7 Iron CtSaratoga Springs, UT 84045",cannot find,[]
1202,Graveyard at 483,"483 Manchester LnStansbury Park, UT 84074",cannot find,[]
1203,Haunted Halloween Lair,"1641 Oak View LnSpanish Fork, UT 84660",https://www.hauntedhalloweenhaven.com/,[]
1204,Dr. Kellistein's Haunted Mortuary,"937 530 SSpanish Fork, UT 84660",https://spanishforkhaunt.blogspot.in/,[]
1205,The Never Moor Halloween Graveyard Haunt,"1394 South Barley DriveSpanish Fork, UT 84660",http://www.findahaunt.com/boo/?s=http://www.thenevermoor.com,[]
1206,Pocatello Corn Maze - Swore Farms,"RRt 2 Box 175Pocatello, ID 83202",http://www.findahaunt.com/boo/?s=http://sworefarms.com,['208-238-7466']
1207,Haunted Mansion of Albion,"437 E North StAlbion, ID 83311",https://www.hauntedalbion.com/,[]
1208,Burley Straw Maze & Pumpkin Patch,"500 S 845 EBurley, ID 83318",https://www.burleystrawmaze.com/,['208-572-0345']
1209,Robin's Pumpkin Paradise,"270 N WorthingtonOakley, ID 83346",http://www.findahaunt.com/boo/?s=http://robinspumpkinparadise.angelfire.com/,['208-862-7835']
1210,Magic Valley Corn Maze,"4334 East 3700 NorthHansen, ID 83334",https://www.magicvalleycornmaze.com/,['208-420-9001']
1211,The Haunted Swamp,"646 S Park Ave WTwin Falls, ID 83301",https://magicmountainresort.com/haunted-swamp/,[]
1212,Twin Falls Corn Maze,"Grandview Dr. North and Poleline RoadTwin Falls, ID 83301",http://www.findahaunt.com/boo/?s=http://www.twinfallscornmaze.com/,['208-718-2676']
1213,Mobile Zombie Escape (20 min) 2-6 players at Jalapeno's Grill (Franklin & Maple Grove),"escapethisliveboise@gmail.comBoise, ID 83705",https://escapethisliveboise.com/mobile-zombie-escape/,['208-996-0599']
1214,Halloween Land Corn Maze at Twin Oaks Farms,"3250 N. Eagle RoadEagle, ID 83616",http://www.findahaunt.com/boo/?s=http://halloweenlandidaho.com/,['208-939-6373']
1215,Requiem Haunted House,"810 Main StreetCaldwell, ID 83605",https://www.requiemhaunt.com/,['208-989-9179']
1216,The Farmstead Corn Maze & Pumpkin Festival,"1020 South Rackham WayMeridian, ID 83642",http://www.findahaunt.com/boo/?s=http://www.farmsteadfestival.com/,['208-922-5678']
1217,"Linder Farms Pumpkin Patch, Corn Maze, Hay Rides","7165 S Linder RoadMeridian, ID 83642",http://www.findahaunt.com/boo/?s=http://www.linderfarms.com/,['208-371-0222']
1218,Walla Walla Corn Maze,"9 Filan RdWalla Walla, WA 99362",http://www.findahaunt.com/boo/?s=http://www.wallawallacornmaze.com/,['509-525-4798']
1219,Night Fright Haunted House,"1124 Washington AvenueLa Grande, OR 97850",http://www.findahaunt.com/boo/?s=http://www.nightfrightproductions.com/,['541-963-2023']
1220,Spooky Lane Haunted Farm,"2545 Keck RoadNyssa, OR 97913",https://spookylanehauntedfarm.com/,['208-350-0676']
1221,Colville Corn Maze & Pumpkin Patch,"73 Oakshott RoadColville, WA 99114",https://www.colvillecornmaze.com/,['509-684-6751']
1222,Moaning Acres Home Haunt,"917 S 100 WMona, UT 84645",http://www.findahaunt.com/boo/?s=http://www.moaningacres.com/,[]
1223,Sigurd Maze,"Venice Canal RdSigurd, UT 84701",https://www.facebook.com/sigurdmaze/,['435-893-1066']
1224,Staheli Family Farm,"3400 South Washington Fields RoadWashington, UT 84780",https://stahelifamilyfarm.com/,['435-673-4096']
1225,Wood Haunted Manor,"1993 Gubler Dr.Santa Clara, UT 84765",cannot find,[]
1226,Moapa Valley Haunted Corn Maze,"1500 Lewis Ranch RoadMoapa, NV 89025",http://www.findahaunt.com/boo/?s=http://www.mvcornmaze.com,['702-720-3294']
1227,AZ Field of Screams,"5726 N. 75th AveGlendale, AZ 85303",https://azfieldofscreams.com/,[]
1228,Fear Farm,"2209 N. 99th AvenuePhoenix, AZ 85037",http://www.findahaunt.com/boo/?s=http://www.fearfarm.com,['623-936-9545']
1229,The Crypt Haunted Attractions-Crypt/Asylum/ Chaos,"1445 W. Southern AveMesa, AZ 85209",https://www.hauntedaz.com/,['480-839-3397']
1230,13th Floor Haunted House Phoenix,"2814 W. Bell Rd.Phoenix, AZ 85053",https://www.13thflooraz.com/,['602-456-2250']
1231,UZA MysCreation Haunted Attraction (HOME HAUNT),"2935 West Libby StreetPhoenix, AZ 85053",http://www.findahaunt.com/boo/?s=http://myscreation.com,[]
1232,Sanctum of Horror,"6555 E Southern AveMesa, AZ 85206",http://www.findahaunt.com/boo/?s=http://www.sanctumofhorror.com,['480-200-8163']
1233,Orpheum Theatre Ghost Tours,"200 W Adams StPhoenix, AZ 85003",http://www.findahaunt.com/boo/?s=http://www.orpheumghosttours.com/,[]
1234,Phoenix Dead Rising,"8611 north 30th drive Phoenix, AZ 85051",cannot find,[]
1235,Mount Mayhem Haunted House,"1740 E Purdue AvePhoenix, AZ 85020",https://www.mountmayhemhaunt.com/,['602-507-7160']
1236,Mountain Pointe Theatre Company Annual Haunted Show,"4201 E Knox RoadPhoenix, AZ 85044",http://www.findahaunt.com/boo/?s=http://mptheatreco.com,['510-375-2090']
1237,Haunted House presented by Mountain Pointe Theatre Company,"4201 E Knox RoadPhoenix, AZ 85044",https://sites.google.com/a/tuhsd.k12.az.us/mountain-pointe-theatre-company/home,['510-375-2090']
1238,Spikes haunted backyard,"5040 e. Shomi st Phoenix, AZ 85044",cannot find,[]
1239,Haunted Graveyard,"8414 E Valley Vista DriveScottsdale, AZ 85250",http://www.findahaunt.com/boo/?s=http://www.hauntedgraveyardaz.com/,['480-607-6422']
1240,Bloodburne Cemetery,"3228 N. Woodburne DriveChandler, AZ 85224",http://www.findahaunt.com/boo/?s=http://bloodburne.com,[]
1241,Home Haunt,"11020 N. 79th AvePeoria, AZ 85345",cannot find,[]
1242,My Halloween House,"11968 N. 82nd Ave.Peoria, AZ 85345",cannot find,['623-335-2545']
1243,The House on Camino,"4055 E. Camino StMesa, AZ 85205",cannot find,['480-389-6153']
1244,Back Yard Haunt,"28318 N. 56th StreetCave Creek, AZ 85331",cannot find,['480-628-8391']
1245,Marana Pumpkin Patch & Farm Festival,"14901 N. Wentz RoadMarana, AZ 85653",https://maranapumpkinpatch.com/,[]
1246,Ghost Town Tours,"403 N. Clark St. Unit A-2Jerome, AZ 86331",https://ghosttowntours.org/,['928-634-6118']
1247,Jerome Ghost Walk,"260 Hull AvenueJerome, AZ 86331",https://www.jeromehistoricalsociety.com/ghost-walk/,[]
1248,Tours of Jerome,"110 Main St. Suite 1Jerome, AZ 86331",http://www.findahaunt.com/boo/?s=http://www.toursofjerome.com/,['928-639-4361']
1249,Tomb Town Tucson,"8343 N Wanda RDTucson, AZ 85704",https://www.facebook.com/tombtown,['520-360-5899']
1250,Nightfall at Old Tucson,"201 S Kinney RdTucson, AZ 85735",https://nightfallaz.com/,['520-883-0100']
1251,Ravenhearse Family Classic Haunt,"6541 East Tanque Verde Road Suit #27Tucson, AZ 85715",https://www.ravenhearse.com/,['520-370-5472']
1252,A Haunting at Andrada,"12960 S Houghton RdTucson, AZ 85747",cannot find,[]
1253,The Bird Cage Theatre Ghost Tour,"Allen StreetTombstone, AZ 85638",https://tombstonebirdcage.com/,['520-457-3421']
1254,Ghost & Murder Trolley Tour,"339 S 4th StTombstone, AZ 85638",https://www.oldtombstonewesternthemepark.com/,['520-955-3090']
1255,Gunfighter & Ghost Tour,"5th and Allen StreetsTombstone, AZ 85638",https://tombstone-ghost.com/,['520-255-0474 ']
1256,Desoto Asylum,"1924 Desoto St.Needles, CA 92363",https://desotoasylum.com/,['760-401-3612']
1257,Yuma Nightmares Haunted House,"15485 South Avenue 4EYuma, AZ 85365",http://www.findahaunt.com/boo/?s=http://www.yumanightmares.com,['928-304-2711']
1258,Barnyard Apocalypse At Willis Farm,"381 South, 1st St E.Snowflake, AZ 85937",https://www.thewillisfarm-ranch.com/,['928-243-8791']
1259,Old Bisbee Ghost Tour,"5 Copper Queen PlazaBisbee, AZ 85603",https://www.oldbisbeeghosttour.com/,['520-432-3308']
1260,Boulder City Haunted Ghost Yard,"601 Yucca StBoulder City, NV 89005",http://www.findahaunt.com/boo/?s=http://www.bouldercityhauntedghostyard.com,[]
1261,Zombie Burlesque,"3663 S Las Vegas Blvd #360CLas Vegas, NV 89109",https://www.zombieburlesqueshow.com/,[]
1262,Haunted Vegas Tour & Ghost Hunt,"309 Convention Center DriveLas Vegas, NV 89109",https://vegasspecialtytours.com/,['702-677-6499']
1263,Asylum & Hotel Fear,"4300 Meadows LaneLas Vegas, NV 89107",http://www.findahaunt.com/boo/?s=http://www.LasVegasHaunts.com,['720-631-6682']
1264,HallOVeen at the Magical Forest,"6300 West Oakey Blvd6300 West Oakey Blvd.Las Vegas, NV 89146",http://www.findahaunt.com/boo/?s=http://www.opportunityvillage.org/pages/halloveen,[]
1265,Freakling Bros. Trilogy of Terror,"4245 S. Grand Canyon DriveLas Vegas, NV 89147",https://www.freaklingbros.com/,['702-362-3327']
1266,The Undead Maze ,"400 S Rampart BlvdLas Vegas, NV 89145",https://www.facebook.com/UndeadMaze/,[]
1267,HallOVeen,"6300 W. Oakey BlvdLas Vegas, NV 89146",https://www.opportunityvillage.org/pages/halloveen,['702-259-3741']
